0	0	0
32768	0	6291456
4710650	0	70827515
6291456	0	83886080
61398547	0	255831161
83237811	0	295311595
95825721	0	325492792
98731140	0	331622717
120161625	0	370749119
129117952	0	392033503
136463397	0	404862487
139302295	0	407558476
145424576	0	413054044
194037831	0	462263840
202010244	0	470442253
215221122	0	482456015
220376704	0	486679742
223647233	0	489252407
230576469	0	494465229
290741070	0	557579025
300106385	0	565490522
325306009	0	585082544
328957663	0	587749658
344962864	0	605348372
353712767	0	616622592
372379307	0	638882797
390365841	0	658506417
390649649	0	658804009
434174237	0	699584669
436976825	0	701880247
446862540	0	709734318
447854639	0	710502913
451684775	0	713438791
458685085	0	718682208
483626484	0	745370815
487111119	0	749809891
496196646	0	760970809
547866718	0	810696056
614070446	0	839540249
636213032	0	848141943
650327841	0	853413432
666957120	0	859434794
668274120	0	859903466
680063372	0	867144584
689352246	0	873403732
698143305	0	879154082
705295505	0	883717736
755732783	0	913473223
805306368	0	939524096
816178892	0	944854510
836012566	0	954087128
850045611	0	960287651
881386900	0	973311590
893050905	0	977907848
909995638	0	984374943
939524096	0	995118899
943975387	0	998240764
976601044	0	1019739492
984263339	0	1024483000
986118249	0	1025615968
1013728243	0	1041839285
1020173889	0	1045468940
1031403425	0	1051664779
1040037824	0	1056324785
1073741824	0	1073741824
1076164204	0	1074947598
1135492697	0	1101704429
1139171205	0	1103219488
1200843518	0	1126803831
1207959552	0	1129336627
1272797540	0	1170681211
1275068416	0	1171996020
1320360116	0	1196819828
1325095362	0	1199278214
1366073664	0	1219418579
1372023930	0	1222134371
1408900861	0	1237966932
1425544162	0	1244632760
1429074780	0	1246013654
1436263954	0	1248791812
1465109704	0	1259521557
1472583129	0	1262201834
1476168264	0	1263474172
1488288609	0	1271785913
1494122420	0	1275700887
1501830773	0	1280760321
1509949440	0	1285958685
1515754600	0	1289598969
1526681636	0	1296289596
1546420564	0	1307891646
1553489201	0	1311909017
1592050745	0	1332730043
1604313592	0	1339009011
1613164324	0	1344705065
1625616176	0	1356424544
1654119114	0	1380276275
1699518028	0	1426433041
1710351280	0	1439361201
1725678149	0	1456505872
1769734599	0	1499338189
1786065688	0	1512715823
1790364978	0	1516066545
1797820264	0	1521728776
1813546828	0	1534249706
1822035225	0	1545767531
1857172806	0	1587765015
1863034164	0	1594090218
1867535950	0	1598842444
1883840355	0	1615245024
1890348317	0	1621094314
1912007486	0	1637988374
1956674377	0	1687523142
1972701039	0	1700425167
1979692480	0	1705505560
2049483378	0	1817069306
2069854798	0	1856035338
2083842646	0	1885385469
2111055663	0	1940140222
2111504747	0	1941119008
2133285899	0	2022802586
2147483647	0	2147450880
2147483648	0	2147483648
2147483649	0	2147483648
2154756981	0	2147483648
2189114500	0	2147483648
2215290951	0	2147483648
2251313231	0	2147483648
2269151881	0	2147483648
2293376539	0	2147483648
2300030683	0	2147483648
2303248635	0	2147483648
2336227839	0	2147483648
2340157025	0	2147483648
2350027950	0	2147483648
2406162456	0	2147483648
2417199097	0	2147483648
2514889132	0	2147483648
2519108106	0	2147483648
2548140726	0	2147483648
2560718351	0	2147483648
2599197226	0	2147483648
2614628432	0	2147483648
2623536002	0	2147483648
2636580270	0	2147483648
2679859954	0	2147483648
2699975464	0	2147483648
2712275939	0	2147483648
2715094510	0	2147483648
2761395750	0	2147483648
2764707756	0	2147483648
2785017856	0	2147483648
2820240893	0	2147483648
2820568234	0	2147483648
2824008406	0	2147483648
2948793301	0	2147483648
2963961177	0	2147483648
2977225210	0	2147483648
2999922997	0	2147483648
3002717789	0	2147483648
3019898880	0	2147483648
3032076399	0	2147483648
3038997654	0	2147483648
3049926608	0	2147483648
3087007744	0	2147483648
3098677849	0	2147483648
3102626821	0	2147483648
3113487804	0	2147483648
3113749821	0	2147483648
3131376177	0	2147483648
3131532457	0	2147483648
3163714213	0	2147483648
3221225472	0	2147483648
3244763422	0	2147483648
3244785797	0	2147483648
3305094969	0	2147483648
3335496044	0	2147483648
3355443200	0	2147483648
3370997767	0	2147483648
3395756024	0	2147483648
3414777088	0	2147483648
3449428417	0	2147483648
3452748922	0	2147483648
3480765019	0	2147483648
3486792521	0	2147483648
3489660928	0	2147483648
3552289376	0	2147483648
3569765581	0	2147483648
3605417394	0	2147483648
3607413435	0	2147483648
3617521839	0	2147483648
3624731386	0	2147483648
3663138621	0	2147483648
3682531458	0	2147483648
3707442005	0	2147483648
3709970912	0	2147483648
3715175644	0	2147483648
3718654997	0	2147483648
3735774081	0	2147483648
3744929444	0	2147483648
3745956649	0	2147483648
3761774314	0	2147483648
3770672292	0	2147483648
3774507088	0	2147483648
3821134978	0	2147483648
3841367585	0	2147483648
3914335930	0	2147483648
3934427130	0	2147483648
3949277226	0	2147483648
3954368560	0	2147483648
3985861070	0	2147483648
3993474472	0	2147483648
4012782524	0	2147483648
4038849048	0	2147483648
4104602596	0	2147483648
4160766122	0	2147483648
4165657783	0	2147483648
4192725570	0	2147483648
4205213770	0	2147483648
4240435270	0	2147483648
4274222344	0	2147483648
4293918720	0	2147483648
